"decimalYear","BIRKENHEAD","BIRMINGHAM","BLACKPOOL","BOLTON","BOURNEMOUTH","BRADFORD","BRIGHTON","BRISTOL","CARDIFF","COVENTRY","DERBY","GATESHEAD","HUDDERSFIELD","HULL","IPSWICH","LEEDS","LEICESTER","LIVERPOOL","LONDON","MANCHESTER","MIDDLESBOROUGH","NEWCASTLE","NORWICH","NOTTINGHAM","OLDHAM","PLYMOUTH","PORTSMOUTH","PRESTON","READING","SALFORD","SHEFFIELD","SOUTHAMPTON","SOUTHEND","ST.HELENS","STOCKPORT","STOKE","SUNDERLAND","SWANSEA","WALSALL","WOLVERHAMPTON"
1950.076923,11,162,5,1,2,4,0,6,1,46,2,8,1,4,384,43,111,868,80,9,9,63,279,1,60,1,22,0,1,0,44,0,0,0,0,464,86,74,2,0
1950.115385,8,254,4,0,4,4,0,4,6,122,2,24,0,2,348,64,116,850,142,20,6,64,238,2,68,0,40,2,0,6,70,0,0,0,2,542,50,112,2,0
1950.153846,29,294,7,1,1,20,0,7,1,127,1,31,1,7,262,58,163,1037,120,30,4,85,113,7,64,1,52,0,1,1,96,3,1,3,0,645,99,140,4,1
1950.192308,52,464,1,1,1,48,0,10,13,228,2,68,1,2,227,129,136,895,114,47,9,69,70,4,104,1,79,1,1,2,123,0,2,3,1,603,120,198,3,2
1950.230769,154,622,2,1,2,109,0,8,29,319,2,127,0,2,100,141,183,785,205,94,15,96,26,2,86,2,84,4,11,26,170,3,4,4,1,444,172,152,2,4
1950.269231,169,596,2,2,3,150,3,9,34,661,8,234,2,4,74,214,183,610,345,133,26,127,16,2,67,2,136,0,0,47,207,1,1,17,9,327,212,117,4,22
1950.307692,138,572,7,1,3,156,7,27,40,664,5,347,0,1,17,237,135,434,344,106,18,147,4,7,45,5,119,0,0,41,138,2,5,13,24,233,197,114,8,41
1950.346154,86,442,0,0,4,176,28,10,42,742,2,318,0,12,8,264,138,480,524,108,56,188,8,0,60,2,168,0,0,40,140,0,6,22,22,136,170,70,8,30
1950.384615,160,795,0,1,0,220,22,18,79,762,4,404,2,4,3,381,88,363,829,130,50,236,8,20,32,3,182,0,0,44,197,21,4,22,73,102,139,154,6,33
1950.423077,173,960,6,3,4,275,53,20,91,624,25,292,2,34,12,415,79,292,1091,180,58,333,4,52,40,3,176,0,2,55,258,18,4,20,84,119,118,139,7,45
1950.461538,159,878,14,3,5,301,24,27,100,343,17,193,2,44,11,277,80,244,1174,271,50,299,2,57,27,9,144,0,8,27,187,8,7,13,110,83,88,90,46,55
1950.5,158,616,38,6,4,318,70,43,166,176,24,65,21,140,4,330,36,185,1282,358,66,252,2,76,30,10,130,11,15,33,170,19,9,14,160,71,106,65,28,57
1950.538462,148,505,34,13,14,258,60,46,217,102,23,35,31,125,10,313,18,155,1181,479,70,153,1,97,24,7,71,20,15,14,223,18,10,9,102,41,89,25,18,59
1950.576923,67,421,59,141,9,176,55,59,187,49,15,21,33,94,4,277,15,97,1138,447,29,92,2,163,34,5,53,22,2,31,258,31,11,11,56,34,57,13,19,17
1950.615385,72,286,34,56,10,110,36,74,124,52,6,8,22,76,6,220,6,110,724,376,24,78,4,146,56,8,30,16,4,10,230,28,14,30,52,24,80,32,22,8
1950.653846,27,161,31,50,12,91,61,63,90,27,10,6,12,71,6,186,16,66,515,267,11,48,4,88,47,12,24,12,2,31,151,29,12,18,35,28,31,12,16,18
1950.692308,9,93,18,38,4,39,11,57,43,18,14,4,18,87,4,111,11,48,308,203,23,42,1,40,41,3,8,17,1,16,97,19,6,7,24,18,28,3,7,12
1950.730769,9,88,19,20,4,20,6,185,34,12,4,0,42,229,3,78,12,42,472,399,11,21,2,61,32,7,7,20,4,18,106,4,3,8,10,10,34,8,4,13
1950.769231,6,121,48,88,1,30,2,226,49,12,21,2,87,523,0,132,10,18,669,671,36,10,1,56,29,3,6,67,6,35,256,6,1,10,18,7,26,9,2,8
1950.807692,2,186,31,122,0,37,2,207,79,6,36,4,95,999,0,218,24,24,983,774,47,10,1,90,14,11,22,77,3,66,264,1,5,8,24,13,11,2,5,5
1950.846154,6,214,24,130,2,54,0,272,108,12,26,8,130,992,2,312,20,22,1088,898,12,8,0,82,14,12,92,110,0,102,404,2,2,14,42,6,12,4,4,2
1950.884615,2,297,19,220,9,70,4,281,265,26,31,6,216,1362,0,328,32,33,1593,941,28,4,0,122,5,29,51,129,3,180,417,17,3,33,52,9,12,4,13,66
1950.923077,2,395,85,393,50,122,7,393,337,6,39,4,228,1139,2,378,48,31,2446,1091,63,6,2,322,25,62,26,141,1,248,487,137,2,19,97,13,13,5,16,135
1950.961538,16,423,140,445,57,130,8,444,393,6,51,1,173,773,0,462,46,26,3090,1179,52,9,1,416,66,56,46,97,4,361,606,146,2,18,86,6,19,9,21,190
1951,20,577,170,638,30,108,47,694,410,9,74,1,220,436,4,501,115,21,4734,1573,62,11,3,1061,140,87,147,110,20,462,810,295,18,20,196,14,10,17,87,252
1951.038462,4,405,278,264,65,78,69,418,293,32,110,1,154,254,3,426,49,65,4395,994,105,14,0,709,203,98,146,75,27,229,570,250,29,64,207,14,5,50,82,146
1951.076923,20,440,211,143,242,95,49,419,249,38,123,0,147,78,5,509,63,87,5297,898,190,31,0,540,137,343,191,79,39,248,588,445,48,154,194,6,8,44,135,136
1951.115385,18,590,228,142,330,148,94,562,258,94,258,8,100,52,2,664,60,118,6356,884,356,40,0,454,182,518,374,102,34,282,586,718,88,252,172,0,8,72,174,130
1951.153846,34,958,218,207,344,132,124,734,399,52,410,8,109,90,7,857,144,155,7061,716,496,73,1,412,165,968,385,100,105,173,593,853,275,261,164,5,17,84,343,158
1951.192308,33,1475,158,172,382,143,179,894,406,52,446,9,71,69,4,980,263,245,6637,670,521,145,0,385,195,1145,383,130,133,129,509,658,632,277,165,23,58,133,408,228
1951.230769,55,1694,96,85,271,292,372,827,369,44,474,38,64,104,16,1116,533,436,4641,634,502,178,2,313,193,1102,278,170,140,101,647,336,866,375,112,40,45,162,364,300
1951.269231,36,1703,39,36,198,408,404,505,206,52,309,108,23,105,39,792,597,515,2821,478,295,209,4,256,161,548,169,113,215,143,434,207,566,299,55,23,66,156,201,171
1951.307692,69,1688,19,47,132,474,356,428,109,20,167,100,25,65,116,421,565,616,1888,426,249,261,4,217,133,275,155,76,334,105,370,122,295,240,37,41,107,120,119,153
1951.346154,110,1642,16,30,50,372,304,392,126,14,190,70,34,94,166,328,656,810,1762,410,212,560,0,188,106,232,176,40,366,94,402,142,346,210,14,88,190,240,160,210
1951.384615,158,1536,49,30,74,423,291,319,47,47,146,149,18,55,248,306,497,1069,1449,257,191,502,6,119,60,176,151,54,295,66,411,79,318,155,10,65,247,193,98,121
1951.423077,257,1150,40,7,21,320,193,286,28,66,156,126,19,74,159,198,439,1002,960,243,126,578,1,110,54,100,111,18,182,48,322,42,148,110,10,67,353,160,70,108
1951.461538,216,813,45,6,15,214,96,165,32,39,129,87,14,44,87,119,308,898,761,208,82,485,0,80,39,50,88,20,99,28,272,26,75,41,11,76,289,118,30,59
1951.5,156,461,51,6,17,147,25,89,28,78,53,52,8,32,64,76,170,693,429,135,43,436,1,35,23,30,59,25,37,21,302,28,23,22,7,104,399,57,18,28
1951.538462,122,265,22,6,17,123,2,51,27,69,22,22,12,43,38,50,87,533,269,49,24,223,4,24,23,10,37,0,10,22,218,12,19,17,5,136,379,18,3,19
1951.576923,57,154,35,3,14,139,5,34,21,62,16,25,0,28,30,32,55,434,162,40,27,140,7,27,10,6,17,0,11,5,150,7,12,10,0,139,184,6,1,7
1951.615385,34,108,20,12,16,60,10,14,16,68,4,22,2,42,22,38,62,300,116,28,32,74,4,22,8,6,10,2,0,8,114,4,14,6,6,118,176,2,0,16
1951.653846,25,77,15,6,9,48,7,11,9,41,11,10,1,30,5,23,26,246,119,26,20,51,4,24,15,1,1,3,1,12,46,8,4,11,2,75,92,4,3,2
1951.692308,17,49,4,4,1,17,2,6,7,20,9,18,2,13,1,19,10,186,85,19,20,41,9,19,3,6,5,1,2,1,12,10,5,15,5,62,56,4,4,1
1951.730769,18,24,2,2,1,23,1,6,5,30,2,54,8,17,0,17,2,232,54,26,18,18,2,10,6,2,4,0,2,0,10,6,6,12,2,66,50,1,2,9
1951.769231,13,33,3,2,0,13,0,40,8,107,1,40,45,4,1,13,3,270,103,54,7,15,39,6,3,3,2,2,0,4,6,1,4,20,1,131,54,3,3,19
1951.807692,26,61,2,1,0,5,0,45,8,191,1,39,5,23,1,23,4,263,118,58,2,18,38,9,2,0,1,0,0,0,7,2,5,24,3,180,58,1,0,15
1951.846154,36,36,10,0,4,6,0,52,2,152,2,76,12,42,2,10,4,242,100,84,2,10,24,4,0,0,4,0,2,0,8,8,0,22,2,320,66,0,0,6
1951.884615,27,65,16,1,2,10,3,48,6,213,1,57,5,53,1,10,4,253,69,86,2,20,17,7,1,0,1,0,7,5,6,5,1,15,1,335,73,3,3,2
1951.923077,32,61,42,1,0,11,3,63,8,282,0,64,2,58,1,7,2,300,58,105,1,35,14,10,6,3,2,0,6,6,2,6,0,5,1,296,75,5,6,1
1951.961538,50,66,23,0,1,12,0,62,22,395,1,82,9,118,1,6,2,326,44,71,1,23,26,16,2,0,2,0,2,4,6,14,3,4,3,309,81,2,7,2
1952,59,78,62,2,1,8,1,32,22,444,1,52,6,262,2,8,3,412,66,124,3,22,87,20,3,2,3,2,4,12,5,16,4,11,0,460,103,2,22,3
1952.038462,96,95,75,3,0,5,0,10,25,438,1,37,3,368,1,7,1,391,85,190,4,30,109,30,4,2,9,3,7,10,17,15,3,10,1,383,65,8,18,6
1952.076923,52,122,42,4,6,12,1,21,15,497,7,34,2,497,0,11,1,482,115,354,6,19,229,39,3,0,4,1,12,9,23,5,4,26,3,392,37,6,12,2
1952.115385,102,175,57,3,14,50,2,25,9,542,5,38,0,665,10,6,1,563,226,375,4,49,406,42,4,7,3,4,15,13,18,8,0,49,5,418,86,20,7,0
1952.153846,189,294,104,6,11,95,1,55,8,528,3,35,3,959,14,4,5,700,371,443,2,99,501,38,16,3,8,3,17,17,16,7,1,75,6,292,167,16,4,6
1952.192308,207,350,127,1,5,188,0,41,20,515,4,36,2,804,2,10,7,730,457,447,3,119,545,54,13,10,10,12,15,32,31,11,1,98,9,289,218,19,8,5
1952.230769,162,356,140,1,5,221,5,50,22,310,5,45,2,664,2,15,0,653,501,590,3,130,501,65,6,5,3,24,7,54,79,6,6,97,10,287,176,21,8,6
1952.269231,113,319,123,6,0,257,6,61,18,203,4,29,1,386,2,22,3,468,504,571,8,193,244,38,3,3,5,25,4,64,161,11,5,109,6,217,187,43,18,18
1952.307692,122,241,131,8,3,232,18,59,8,88,1,34,3,300,0,56,2,529,497,453,3,261,145,48,2,6,7,36,18,75,200,5,5,114,33,153,177,53,16,17
1952.346154,80,183,78,18,8,272,24,80,6,36,5,32,15,157,1,80,17,517,560,380,11,188,59,34,6,9,2,42,6,93,204,5,4,99,19,95,163,62,22,8
1952.384615,68,277,81,11,1,319,32,131,20,29,2,45,54,81,9,123,17,657,849,382,13,255,38,62,5,17,1,69,10,127,348,4,1,99,25,51,189,67,22,9
1952.423077,47,188,66,31,3,279,38,152,68,18,0,89,95,87,23,253,27,597,1298,386,6,329,21,75,4,2,1,171,7,176,440,3,9,63,47,31,138,68,33,11
1952.461538,37,216,30,45,6,348,43,200,93,7,2,137,123,41,32,260,31,639,1353,444,17,371,12,107,4,1,1,185,13,165,433,4,25,48,45,21,121,63,25,53
1952.5,27,182,30,33,7,301,88,237,178,16,5,102,268,27,13,384,22,296,1396,507,15,353,9,114,9,1,3,296,23,174,389,1,57,40,37,10,118,62,18,187
1952.538462,24,205,53,59,11,255,72,178,235,3,18,59,258,34,12,399,30,346,1574,501,18,227,6,111,28,1,2,228,8,133,400,0,50,17,24,5,100,65,15,179
1952.576923,24,244,67,72,15,133,79,155,272,1,19,41,164,25,17,375,19,127,1870,490,31,234,7,151,26,3,5,142,5,114,405,4,38,15,38,4,92,86,8,139
1952.615385,13,218,33,75,14,62,35,92,221,12,14,47,79,22,25,267,23,77,1324,345,22,155,8,165,27,6,3,76,7,84,314,5,28,12,25,0,72,53,13,110
1952.653846,9,128,13,49,15,56,26,97,141,17,13,25,37,7,39,132,29,54,692,152,36,110,11,86,19,4,5,78,3,53,146,5,15,10,13,16,63,35,11,32
1952.692308,1,77,23,40,4,26,4,32,112,13,18,21,25,4,38,105,8,31,512,138,23,67,1,71,31,9,10,35,3,70,87,2,5,5,4,8,37,25,4,32
1952.730769,1,144,47,63,7,26,21,44,81,13,33,33,49,16,100,101,31,55,908,146,30,34,2,76,59,12,10,56,3,86,56,8,10,11,14,0,30,84,7,12
1952.769231,11,167,32,65,13,42,1,58,108,8,36,23,88,25,215,166,108,72,1646,225,125,55,0,124,95,32,38,55,2,145,67,33,3,4,44,7,31,89,15,18
1952.807692,6,303,52,125,46,66,0,54,135,37,80,24,103,30,275,272,297,41,2346,311,348,62,4,149,145,53,159,72,15,144,73,64,28,2,101,4,37,106,17,26
1952.846154,6,489,67,258,56,40,0,20,149,38,115,42,85,36,326,411,580,48,2197,390,596,73,1,206,220,104,220,35,22,153,96,47,78,0,164,12,43,98,12,10
1952.884615,2,705,87,327,39,29,1,15,236,35,231,64,70,22,404,335,690,55,2689,417,722,118,4,337,164,164,345,43,21,81,172,45,105,0,157,18,43,67,44,9
1952.923077,2,1285,50,377,61,24,1,40,221,43,508,92,131,8,462,504,767,80,2892,462,570,132,2,633,255,264,654,28,35,94,197,163,167,3,148,22,22,87,81,15
1952.961538,3,1752,30,375,155,57,17,69,198,22,495,102,107,2,297,370,599,71,2793,512,351,189,1,570,291,296,571,19,40,62,194,271,219,2,184,24,39,85,81,7
1953,3,2432,83,470,285,150,53,158,339,55,417,92,92,28,186,636,828,124,4258,820,274,374,4,732,270,473,1074,38,195,95,276,946,342,12,259,62,127,158,178,44
1953.038462,9,2119,115,369,354,187,56,215,324,46,310,106,65,8,39,647,433,123,2891,598,218,260,2,399,146,640,533,30,381,111,365,761,348,37,259,38,142,158,232,129
1953.076923,10,2850,89,198,481,289,109,428,248,123,348,147,52,25,26,773,410,194,3168,668,126,304,11,365,131,1000,534,43,386,81,577,520,364,74,292,19,205,169,395,263
1953.115385,4,2532,112,136,300,232,164,692,188,216,270,174,68,16,26,1008,340,238,3664,686,82,264,28,314,66,720,348,28,278,60,554,284,572,88,278,16,262,174,338,366
1953.153846,25,1892,105,65,307,226,168,701,192,225,185,142,69,25,11,828,324,296,3245,596,50,219,35,347,20,800,263,35,272,55,639,104,355,118,164,49,211,182,443,415
1953.192308,20,1566,53,19,259,231,199,754,96,294,97,106,29,14,22,756,229,548,2810,594,34,224,51,324,16,615,135,29,98,45,670,51,311,115,101,75,168,128,340,596
1953.230769,25,1081,27,29,122,212,338,1087,66,346,41,183,20,41,21,728,215,884,2079,598,26,254,65,209,35,314,74,12,36,60,698,15,242,156,44,78,151,93,206,628
1953.269231,38,546,18,24,53,153,213,1004,45,231,19,168,30,111,31,502,201,951,1464,693,11,199,39,160,35,97,35,17,13,65,611,9,105,157,19,108,203,57,66,274
1953.307692,30,298,10,21,28,198,140,778,26,118,6,82,15,137,22,298,77,751,788,362,17,161,36,115,17,33,12,8,13,65,372,4,53,121,13,51,214,44,28,149
1953.346154,78,176,10,6,20,188,202,656,54,168,4,54,4,274,6,204,58,844,610,378,14,110,22,74,38,40,12,12,2,58,320,2,34,88,12,70,214,34,16,46
1953.384615,101,128,12,3,6,149,118,561,37,184,2,43,18,317,7,182,58,852,614,300,8,94,11,49,13,16,4,16,7,72,316,0,24,89,2,58,125,42,12,45
1953.423077,85,124,10,7,5,138,86,264,34,152,0,41,23,287,2,105,14,948,504,280,4,71,17,63,5,4,8,8,5,62,243,1,13,67,5,59,97,22,7,40
1953.461538,91,91,7,6,2,109,62,177,22,151,4,23,40,464,8,66,16,1046,464,154,19,46,6,26,7,7,9,2,1,36,235,3,19,72,6,111,66,26,4,21
1953.5,93,80,14,12,4,102,46,108,23,82,10,12,40,504,6,40,7,682,242,122,16,51,8,28,3,4,5,4,6,23,174,2,6,60,3,108,46,16,2,3
1953.538462,44,33,8,7,5,70,40,36,11,19,3,13,24,307,6,19,8,472,145,66,11,28,6,38,3,8,3,5,8,25,87,0,0,42,7,160,18,5,1,0
1953.576923,45,18,13,13,6,50,29,29,8,13,3,7,17,185,1,11,7,253,117,30,11,21,3,27,7,1,0,13,0,22,60,0,1,24,0,108,4,6,6,3
1953.615385,32,30,8,16,4,28,8,8,10,10,0,12,6,122,0,6,0,114,58,34,16,10,4,16,4,2,2,8,0,20,26,0,4,4,0,118,4,4,4,2
1953.653846,19,29,0,18,0,21,9,8,6,5,2,4,7,85,1,9,7,84,47,30,12,10,2,9,3,3,0,3,1,7,10,1,0,4,0,60,10,3,4,1
1953.692308,2,17,5,8,0,15,1,3,4,6,1,3,1,44,0,7,5,41,35,16,6,7,0,3,2,1,2,2,0,2,11,0,0,4,0,35,3,1,1,3
1953.730769,2,9,4,4,2,4,1,6,2,3,2,2,1,20,3,13,2,60,24,14,3,4,0,4,1,0,2,3,1,2,8,4,0,20,0,48,3,2,1,2
1953.769231,1,7,0,4,0,2,0,0,3,2,0,0,2,15,3,14,2,53,32,5,0,0,4,2,1,1,1,0,2,0,3,2,0,25,0,111,5,2,3,3
1953.807692,3,7,4,4,0,2,0,3,1,2,0,1,1,13,2,30,2,52,43,11,5,2,4,0,0,3,0,1,0,3,6,2,0,32,0,162,2,0,0,1
1953.846154,0,8,18,2,0,2,0,0,2,0,0,2,2,36,0,22,2,50,48,6,0,4,6,8,0,0,0,4,0,2,2,0,0,12,2,210,0,4,0,2
1953.884615,3,7,8,2,1,1,0,0,3,4,0,0,1,33,1,33,4,51,35,10,4,25,72,1,0,0,1,0,0,0,12,22,7,13,1,140,5,3,3,1
1953.923077,0,6,13,0,0,2,0,3,6,0,0,1,0,29,1,29,4,47,29,6,1,11,107,4,0,0,1,0,0,1,4,3,4,22,0,172,3,0,1,0
1953.961538,4,8,7,1,0,2,0,0,1,4,0,1,0,33,1,19,4,42,13,2,7,1,118,2,1,1,2,0,0,1,4,5,1,44,0,75,0,1,2,0
1954,2,10,5,1,2,2,0,1,0,6,2,0,1,28,0,7,4,78,27,8,10,4,182,3,2,2,2,1,0,1,10,0,2,171,0,250,2,1,2,4
1954.038462,5,9,5,2,0,0,3,6,0,31,0,1,1,31,0,2,0,50,23,7,4,2,189,1,1,1,2,0,1,4,4,0,5,139,0,220,1,0,1,4
