"BIRKENHEAD","BIRMINGHAM","BLACKPOOL","BOLTON","BOURNEMOUTH","BRADFORD","BRIGHTON","BRISTOL","CARDIFF","COVENTRY","DERBY","GATESHEAD","HUDDERSFIELD","HULL","IPSWICH","LEEDS","LEICESTER","LIVERPOOL","LONDON","MANCHESTER","MIDDLESBOROUGH","NEWCASTLE","NORWICH","NOTTINGHAM","OLDHAM","PLYMOUTH","PORTSMOUTH","PRESTON","READING","SALFORD","SHEFFIELD","SOUTHAMPTON","SOUTHEND","ST.HELENS","STOCKPORT","STOKE","SUNDERLAND","SWANSEA","WALSALL","WOLVERHAMPTON"
"1",0,0.549951146320132,0.198156179710917,0.230541692657452,0.0295656379689499,0.191789848542088,0.0288496364268322,0.130196354385784,0.0744811791220115,0.115208822198687,0.0748009850054636,0.036207638007567,0.0927166591306699,0.10283511815092,0.0217126933059387,0.294402786106175,0.116834926477995,6.47878030163686,0.714511816089337,0.810173934229524,0.0536100113747715,0.0897757210216107,0.0249758925852665,0.145910949372597,0.118460215301038,0.0383445701776446,0.0451100692299586,0.157933433253848,0.0292974283731967,0.210872680329825,0.307997149839636,0.0400615320814416,0.0295658032880269,0.332130198445027,0.153227188834562,0.113625426243354,0.0581881107944649,0.0502925345431339,0.0640069601405773,0.0911153857674939
"2",0.549951146320132,0,0.44401209601463,0.647683262820638,0.36291326426617,0.998622176143903,0.358722576933954,1.79548439969929,0.864069649554314,5.31910687893991,1.2627640813285,0.203402723524267,0.496942371590355,0.851160568863373,0.257930835454736,1.70718544638702,2.70749774664584,3.03277260462639,10.0018147885252,2.99410492952962,0.317552422962375,0.507059354827536,0.276628343003214,2.14841092408121,0.501947010058441,0.364700726701557,0.57704264536532,0.381291684072721,0.454829307359906,0.732236356988561,2.44694467256759,0.526145401763735,0.370344371517983,0.445374281778398,0.674801310555917,4.80019953430466,0.337454800491511,0.469588948921796,4.25413716304426,3.67692958059607
"3",0.198156179710917,0.44401209601463,0,0.227891716443594,0.0272174797929654,0.230676276402602,0.0274322389155473,0.113002983430325,0.0643773937268517,0.0977559030620921,0.0642248686589778,0.0485462737984225,0.101883053245718,0.112325574132508,0.0214328308329096,0.346719759634693,0.103381314634257,1.144894416758,0.673907642687195,0.716834471836074,0.069460672865886,0.119882533268786,0.025206089442489,0.132281225631006,0.116585159329,0.0357374261075488,0.0420174529778636,0.34217035013285,0.0267844848462735,0.183215508634251,0.297818216246071,0.0369058797058788,0.0286125748556325,0.163759098558421,0.12915258270043,0.0968748216989986,0.0765009778587781,0.0434977768568117,0.0502123955436939,0.0697012132898232
"4",0.230541692657452,0.647683262820638,0.227891716443594,0,0.0331664502223364,0.423148979334104,0.0340745571445712,0.139981773302997,0.0774985754470335,0.14040491298074,0.105480850471898,0.0514081203157391,0.218679430624107,0.157696443152846,0.0274882414147769,0.585789100660647,0.153647746902617,1.50618817537533,0.865168596676492,3.2420269496812,0.0816162039226953,0.126843491016389,0.0326157050593937,0.211089460112873,0.411898024808275,0.0410107310960464,0.0519451249793688,0.312962133483693,0.0343740643512333,0.925162892616546,0.559184774469907,0.0457010025148803,0.0363659663217325,0.330103205724445,0.411601953383901,0.139091197054309,0.0833046727531942,0.0502505291294035,0.0749390281870433,0.103163398444062
"5",0.0295656379689499,0.36291326426617,0.0272174797929654,0.0331664502223364,0,0.054758767505577,0.0816252273285521,0.292138606882952,0.129006837048593,0.0928149127985758,0.0361184053937746,0.015270635290085,0.0254371156412662,0.0539571197434719,0.0271829392107126,0.0950062713414456,0.0823757289614418,0.160351087694154,1.3664656095885,0.142750265493255,0.0223807793656741,0.0382970729204626,0.025058935654546,0.0776757836919803,0.0244008404007731,0.0806214708999795,0.250718580433495,0.0219041871092567,0.0736242286822048,0.035103592650677,0.109588145412296,0.297920127391458,0.0482228216481507,0.0228123002420116,0.0304308753016969,0.0925412550437617,0.0252922024838129,0.0589095750931647,0.0357758269178571,0.0481488128766981
"6",0.191789848542088,0.998622176143903,0.230676276402602,0.423148979334104,0.054758767505577,0,0.0594326602629619,0.219055310935405,0.118722934955034,0.230284347947075,0.182715008811834,0.113823481508928,1.04981556260485,0.417673242049928,0.0520907243699923,4.73067743588754,0.272768767304498,1.13358725328324,1.53533631838165,1.88938070548657,0.210940855307894,0.279232538051543,0.0646602687727085,0.405245809037986,0.423679568329011,0.0655143849983398,0.0879392653774813,0.242597713809976,0.0584946828173337,0.44518861773085,1.36044782307115,0.0764430093198204,0.0663243532663631,0.190172934048984,0.371802065490469,0.229642906113141,0.189352284716526,0.0751316546309172,0.111851888821769,0.149330365328533
"7",0.0288496364268323,0.358722576933954,0.0274322389155473,0.0340745571445712,0.0816252273285521,0.0594326602629619,0,0.168964739726056,0.0784699590928257,0.0973374604991306,0.0392791378540804,0.0168967594122224,0.0274490040049714,0.0646398608330183,0.0475545984153312,0.104646265653415,0.0939182273367784,0.157786158239896,3.04554547686051,0.147762013412114,0.0251671852264905,0.0424056139420671,0.0378884267521788,0.0881531010987802,0.0255882742680924,0.0506665744823031,0.240472169594663,0.0223771831663318,0.093059205836815,0.0362164358909591,0.12065377341953,0.148296261550387,0.109931688597763,0.0227794928187601,0.0315913957863126,0.0979670665311317,0.0282222025508567,0.0408213230071607,0.035170783973081,0.0463120297639968
"8",0.130196354385784,1.79548439969929,0.113002983430325,0.139981773302997,0.292138606882952,0.219055310935405,0.168964739726056,0,1.17487402136656,0.428196208194968,0.154858722965866,0.0566337503647478,0.103276907506714,0.199436020369641,0.0816932738444212,0.375491605669487,0.343469999485138,0.701892680559564,3.75654211438057,0.605082131910573,0.083494344553263,0.141763937381722,0.0801505304530686,0.318269543144314,0.102016865411435,0.249285711654285,0.347289882830285,0.0910504175534175,0.211728992564783,0.149106774668694,0.446893296576588,0.360756643504817,0.132614836876067,0.0988955485219377,0.129649896321755,0.422130180341188,0.0934034641998542,0.329169472224883,0.176390810288147,0.243366810031549
"9",0.0744811791220115,0.864069649554314,0.0643773937268517,0.0774985754470335,0.129006837048593,0.118722934955034,0.0784699590928257,1.17487402136656,0,0.198695393744383,0.07831041755063,0.0313353048033931,0.0557397264201086,0.104643095692265,0.040013086208517,0.202309733976738,0.165724489591329,0.398957843909375,1.70346629510699,0.331228851134636,0.0456029336010774,0.0784508296637917,0.0401376460437011,0.160281639209054,0.0555818810374218,0.165504889056597,0.15269096941422,0.051159908890569,0.0867267557863827,0.0818086164590296,0.235295236499834,0.150635751419863,0.0632149258206076,0.0555794582938929,0.0704592744796527,0.195743236137036,0.0514747438940641,0.319906031415012,0.0875546061880836,0.122679231262893
"10",0.115208822198687,5.31910687893991,0.0977559030620921,0.14040491298074,0.0928149127985758,0.230284347947075,0.0973374604991306,0.428196208194968,0.198695393744383,0,0.297084921799343,0.0485132685967773,0.113343470717306,0.215136998974622,0.0721081817700099,0.399814185781451,0.956124305421308,0.637096412949116,2.88493795911469,0.646311339120912,0.0762373818420863,0.12102591349561,0.0761027235954857,0.563721705494815,0.110260329773724,0.0874782314942998,0.153359878353168,0.08385360890134,0.130051032287548,0.157634923159336,0.570597824339421,0.138781264622921,0.103983296009024,0.0940644385845562,0.144834059854879,11.4552187109432,0.0808494231841905,0.105555487475035,0.376257186083064,0.411050685332039
